record_id,item_id,cargo_id,item_weight,timestamp
34,Item_1,Cargo_4,95,2022-07-01 00:02:51
35,Item_2,Cargo_8,43,2022-07-01 00:03:01
36,Item_2,Cargo_0,43,2022-07-01 00:03:09
37,Item_2,Cargo_4,43,2022-07-01 00:03:17
38,Item_2,Cargo_6,43,2022-07-01 00:03:23
39,Item_1,Cargo_3,95,2022-07-01 00:03:28
40,Item_2,Cargo_0,43,2022-07-01 00:03:37
41,Item_2,Cargo_0,43,2022-07-01 00:03:47
42,Item_1,Cargo_5,95,2022-07-01 00:03:55
43,Item_2,Cargo_0,43,2022-07-01 00:04:03
44,Item_2,Cargo_6,43,2022-07-01 00:04:12
45,Item_1,Cargo_7,95,2022-07-01 00:04:19
46,Item_2,Cargo_6,43,2022-07-01 00:04:21
47,Item_1,Cargo_9,95,2022-07-01 00:04:31
48,Item_2,Cargo_5,43,2022-07-01 00:04:41
49,Item_2,Cargo_8,43,2022-07-01 00:04:42
50,Item_1,Cargo_9,95,2022-07-01 00:04:43
51,Item_1,Cargo_5,95,2022-07-01 00:04:51
52,Item_2,Cargo_1,43,2022-07-01 00:05:01
53,Item_0,Cargo_1,37,2022-07-01 00:05:06
54,Item_0,Cargo_2,37,2022-07-01 00:05:12
55,Item_1,Cargo_9,95,2022-07-01 00:05:21
56,Item_2,Cargo_0,43,2022-07-01 00:05:24
57,Item_2,Cargo_7,43,2022-07-01 00:05:28
58,Item_0,Cargo_2,37,2022-07-01 00:05:34
59,Item_1,Cargo_1,95,2022-07-01 00:05:42
60,Item_1,Cargo_3,95,2022-07-01 00:05:43
61,Item_0,Cargo_3,37,2022-07-01 00:05:53
62,Item_0,Cargo_7,37,2022-07-01 00:05:54
63,Item_2,Cargo_4,43,2022-07-01 00:05:58
64,Item_0,Cargo_7,37,2022-07-01 00:06:01
65,Item_2,Cargo_0,43,2022-07-01 00:06:02
66,Item_2,Cargo_0,43,2022-07-01 00:06:12
67,Item_0,Cargo_1,37,2022-07-01 00:06:20
68,Item_2,Cargo_6,43,2022-07-01 00:06:30
69,Item_1,Cargo_1,95,2022-07-01 00:06:37
70,Item_2,Cargo_1,43,2022-07-01 00:06:41
71,Item_2,Cargo_5,43,2022-07-01 00:06:43
72,Item_1,Cargo_9,95,2022-07-01 00:06:52
73,Item_2,Cargo_9,43,2022-07-01 00:07:01
74,Item_2,Cargo_6,43,2022-07-01 00:07:11
75,Item_1,Cargo_7,95,2022-07-01 00:07:15
76,Item_0,Cargo_2,37,2022-07-01 00:07:16
77,Item_1,Cargo_9,95,2022-07-01 00:07:24
78,Item_0,Cargo_4,37,2022-07-01 00:07:27
79,Item_0,Cargo_4,37,2022-07-01 00:07:37
80,Item_0,Cargo_4,37,2022-07-01 00:07:45
81,Item_2,Cargo_7,43,2022-07-01 00:07:48
82,Item_0,Cargo_9,37,2022-07-01 00:07:53
83,Item_2,Cargo_4,43,2022-07-01 00:07:58
84,Item_2,Cargo_4,43,2022-07-01 00:08:06
85,Item_1,Cargo_4,95,2022-07-01 00:08:13
86,Item_2,Cargo_0,43,2022-07-01 00:08:14
87,Item_0,Cargo_7,37,2022-07-01 00:08:18
88,Item_2,Cargo_4,43,2022-07-01 00:08:22
89,Item_2,Cargo_5,43,2022-07-01 00:08:31
90,Item_1,Cargo_4,95,2022-07-01 00:08:38
91,Item_1,Cargo_5,95,2022-07-01 00:08:47
92,Item_0,Cargo_7,37,2022-07-01 00:08:50
93,Item_2,Cargo_0,43,2022-07-01 00:08:57
94,Item_1,Cargo_9,95,2022-07-01 00:09:04
95,Item_2,Cargo_4,43,2022-07-01 00:09:14
96,Item_0,Cargo_9,37,2022-07-01 00:09:22
97,Item_0,Cargo_1,37,2022-07-01 00:09:24
98,Item_2,Cargo_0,43,2022-07-01 00:09:28
99,Item_1,Cargo_1,95,2022-07-01 00:09:34
